title,content,date,source,id,keyword/weight
多菌灵处理对克隆植物大米草(Spartina anglica)表型可塑性的影响,"对外来植物大米草（Spartina anglica）衰退种群进行高、中、低3个浓度（即50%多菌灵可湿性粉剂的300倍、600倍和1200倍稀释液）多菌灵灌根处理,测定大米草在杀菌剂处理条件下的形态可塑性、克隆生长特性及生物量积累与分配格局。结果表明:与对照相比,各浓度多菌灵处理对大米草的株高、叶数、叶片厚度、叶片面积和根长均没有显著影响（p＞0.05）;中浓度处理后,大米草种群的根状茎节数和分枝强度均显著高于对照和其它处理,而根状茎总长和间隔子长度均显著高于对照和低浓度处理（p＜0.05）,与高浓度处理差异不显著;高浓度处理的大米草地下生物量和根生物量分配显著高于对照和其它处理,而地上生物量分配却显著低于对照和其它处理（p＜0.05）。证明中浓度多菌灵处理有利于大米草种群的克隆生长,有效提高了其种群维持与更新能力;由此推断,大米草种群在我国海岸带的自然衰退与沉积物中部分真菌侵染有一定的相关性。 ",2008/1/15,生态学报,cnki10188,大米草|1.0
基于多源数据的2001—2010年我国干旱时空分布特征,"准确和全面评价我国陆地干旱时空变化格局,有助于防旱减灾及评估生态系统的稳定性及其对气候变化的响应.利用气象和遥感观测数据,选取3类干旱指数,包括仅基于降水数据的标准化降水指数（SPI）、基于2层土壤模型的帕尔默严重性干旱指数（PDSI）及基于遥感植被指数信息的干旱严重性指数（DSI）,对比分析了我国2001—2010年的干旱时空分布特征.结果表明:1)就国家尺度上而言,2001—2010年,我国干旱程度没有呈现显著变化的趋势（P＞0.05）,3类干旱指数在2001—2010年变化趋势基本一致;SPI和PDSI在时间尺度上的相关性达到66%;2)时间尺度上,2001,2006和2009年是那个10年内干旱程度最大的3个年份;3)我国干旱变化在南北地区有着不同的趋势:东北地区及北部地区（华北平原一带）干旱化范围和程度在减弱;而南部地区,特别是西南地区干旱影响的范围在加大,干旱程度呈严重的趋势. ",2019/11/15,浙江师范大学学报(自然科学版),cnki101880,"干旱,气候变化|0.9230769230769231,0.07692307692307693"
甘南州夏河县牧区冬春饲草储备与抗灾运营模式,"雪灾是制约高寒牧区畜牧业可持续发展的主要灾害。高寒牧区由于冬春枯草期漫长,可利用饲草短缺,一旦遇有雪灾会对当地畜牧业发展产生致命打击。如何探索可利用饲草资源作为牧区冬春饲草储备,以预防、抵抗雪灾或用作冬春补饲是解决高寒牧区畜牧业发展的瓶颈问题。论文以夏河县某公司经营模式为例,介绍了甘南藏族自治州夏河县采取农牧交错区公司经营的模式种植优质饲草,并通过政府与公司签署订单收购牧草的模式,留够牧区抗灾、防灾饲草数量,从而有效预防和减轻了牧区雪灾的危害。 ",2013/4/15,家畜生态学报,cnki44450,雪灾|1.0
海平面上升对长江口湿地水动力影响,"概括了长江口河口湿地的特征以及影响因素,应用验证良好的FVCOM建立大范围的三维潮流数值模型,分析海平面上升对湿地面积和潮流垂向结构的影响,在各种地形条件、水力边界和计算参数都一致的条件下,模拟了平均海平面抬升0.5 m情况下长江口地区湿地面积、潮流垂向结构的变化。 ",2016/10/25,山东交通科技,cnki44455,"湿地面积,海平面上升|0.6666666666666666,0.3333333333333333"
基于GIS与生物气候相似性的西花蓟马在广东的适生性研究,"西花蓟马Frankliniella occidentalis（Pergande）是世界性的重要害虫,明确其在广东省的适生区域对该虫的科学监测及防治意义重大。本研究根据西花蓟马的生物学特性,利用气候相似距原理和ArcGIS对西花蓟马在广东省的适生性、寄主分布情况进行了分析,结果表明:西花蓟马在广东省有广泛的适宜分布区,但存在地域性的差异,其中雷州半岛、韶关、清远、河源、梅州、惠州等地区的适生程度相对较高,而珠三角及潮汕地区适生程度较低。有效积温结果表明西花蓟马在广东省一年可发生18～24代。 ",2011/3/15,环境昆虫学报,cnki44458,西花蓟马|1.0
龙卷风研究进展及预警业务现状,"简要回顾龙卷风的研究历史,综述国内外龙卷风的数据库建设、外场观测试验、发生的环境和气候特征、影响评估等研究进展,总结全球龙卷风的气候特征及国内外龙卷风预报预警业务的现状,展望中国龙卷风研究和预警业务发展的未来。 ",2017/3/13,科技导报,cnki44459,龙卷风|1.0
几种药剂对稻水象甲成虫的田间防治效果研究,"稻水象甲（Lissorhortrus oryzophilus Kusche）为危害较大的外来入侵物种之一,为了筛选出高效、安全的药剂以用于生产实践,本研究选用了八种药剂在汉中市开展了防治其成虫的田间药效试验。结果显示:20%丁硫克百威乳油、10%阿维·氟酰胺悬浮剂和20%辛·三唑乳油对稻水象甲成虫具有较好的控制作用,且持效期较长,在供试剂量下,药后15 d的防治效果分别为80.60%、79.40%和73.40%。建议生产中可交替使用这3种药剂以科学防控稻水象甲。 ",2017/2/25,陕西农业科学,cnki4446,稻水象甲|1.0
2018-07-26宁波机场强雷暴天气过程分析,"利用NECP的1°×1°再分析资料、宁波机场气象观测资料、多普勒天气雷达产品和MICAPS常规观测资料对2018-07-26宁波机场出现的强雷暴天气进行了分析。结果表明,此次雷暴过程是在高层东风波的环流背景下,局地热力抬升结合地面中尺度辐合线触发了雷暴的发生发展;其天气环流形势呈现高层低压、中低层副高系统的配置;热力不稳定条件极好,具有""高层干冷、低层暖湿""不稳定层结;低层弱的水汽辐合使局地的水汽得到一定的积累,并且海陆风的水汽输送为强对流的发生创造了水汽条件;高空辐散区叠加在地面辐合区之上,强大的抽吸效应为地面辐合上升运动加强提供了良好的动力条件;高层东风波偏东气流的动量下传推动和引导了地面辐合区,在一定程度上维持了雷暴的发展,并且使下沉气流加强,造成了大风和阵风锋。 ",2018/10/25,科技与创新,cnki44460,"大风,雷暴|0.2,0.8"
数学模型在宿迁美国白蛾防治中的研究与应用,"通过调研、分析宿迁地区美国白蛾的生物学和生态学特性,利用该种有害生物与其天敌的捕食关系建立捕食与被捕食动力学模型,分析模型的动力学性质并利用MATLAB知识验证模型,预测种群数量。 ",2019/5/5,科技与创新,cnki44461,美国白蛾|1.0
滑坡型泥石流的转化机理研究,"滑坡一旦转化为泥石流,其运动距离将显著增加,会严重威胁人民的生命和财产安全,而揭示滑坡型泥石流的转化机理是对其进行预测预报与防治的前提。以新疆乌恰县托云乡乔库而滑坡型泥石流为研究对象,利用遥感影像、现场调查和室内实验（包括颗分、直剪和环剪试验）,对其转化机理进行研究。结果表明:受有限降水条件的影响,乔库而滑坡型泥石流物源区的松散堆积物失稳后不能直接形成泥石流,而是首先形成滑坡,滑坡体在长距离运移过程中,一方面由于土体颗粒破碎和铲刮作用,导致滑坡土体运移过程中细颗粒物质逐渐增加,土体抗剪强度不断降低;另一方面则是在土体颗粒破碎作用下,土体发生剪缩,导致土体孔隙水压力不断增大,产生超孔隙水压力,土体抗剪强度急剧下降甚至发生液化,最终转化为泥石流。另外,通过环剪试验结果可知,对于乔库而泥石流,滑坡体转化为泥石流的土体临界初始含水率在20%～27%之间,而其低于20%,则滑坡体无法转化为泥石流。 ",2020/9/25,安全与环境工程,cnki44462,泥石流|1.0
入侵生态学最新研究动态,"生物入侵是生态学研究的热点问题.近年来,诸多研究在入侵机理及入侵后效等方面取得一系列进展.在全球变化背景下,外来生物凸显出形式更为多样的入侵过程并为入侵生态学带来新的挑战.本文紧扣生物入侵的发生机理、途径及其生态学后效等关键问题,从入侵机制、生物入侵对生态系统及人类健康的影响、全球变化下的入侵响应等方面介绍了入侵生态学近期取得的最新进展;指出在入侵生态学未来的研究中,生物入侵与人类健康、全球变化下的入侵态势、水域生态系统中的外来生物入侵等问题将会引起更大重视. ",2014/2/28,科学通报,cnki44464,生物入侵|1.0
基于数字孪生的盾构施工地面沉降智能分析方法研究,"盾构施工环境恶劣多变,易产生盾构施工地面沉降风险,其风险管控效果对保障盾构施工安全及效率至关重要。本文面向地面沉降的分析、预测和控制,结合大数据分析、知识图谱及数字孪生技术,提出了一套基于数字孪生的盾构施工地面沉降智能分析方法,主要研究内容如下:（1）地面沉降数字孪生构建方法提出了地面沉降数字孪生体系框架,包括物理实体业务层、物理实体数据层、数字孪生壳体层和数字孪生分析层,以地面沉降数字孪生为基础,构建了基于数字孪生的地面沉降大数据分析框架。（2）地面沉降知识图谱构建方法基于本体设计了地面沉降实体、概念及相互关系,实现基于知识图谱的地面沉降知识表示,抽取盾构施工地面沉降经验知识,量化评估地面沉降知识图谱质量,构建了基于概念图模型的地面沉降知识库。（3）数据-知识融合的地面沉降分析方法基于盾构施工的地质、状态、沉降监测等数据,融入地面沉降原因、现象、沉降源等知识,实现地面沉降影响因素精确分析建模,地面沉降预测和控制建模,形成了一套数据-知识融合的地面沉降分析方法。本文提出的基于数字孪生的地面沉降智能分析方法,实现了业务与数据、知识的有效融合,数据与知识在分析建模中的动态融合,实现了数据驱... ",2020/6/1,西安电子科技大学,cnki45219,地面沉降|1.0
四川松潘县水沟墩沟泥石流特征研究,"以水沟墩沟泥石流为例,提出了泥石流演化控制力概念模型,认为水沟墩沟泥石流演化过程受内、外两种塑造力控制,泥石流扇形地演化经历""停止→堆积→溯上""过程趋于稳定。初步确定水沟墩堆积扇演化过程分为3个阶段;泥石流堆积扇沟道演化过程分为2个阶段;水沟墩沟泥石流输移过程概括为""大漂砾涌浪前锋→高含沙水流→低含沙水流→洪流""4个过程。开展水沟墩沟泥石流流域特征及其演化过程和控制力分析,对山区泥石流的防灾减灾具有指导意义。 ",2013/6/28,人民长江,cnki4522,泥石流|1.0
农产品地理标志的法律保护问题研究,"作为与我国“三农”建设关系最为紧密的知识产权,大量的地理标志本身多以农产品为载体,在实施产业兴村强县行动、推行标准化生产和培育农产品品牌等方面都卓有成效。我国农产品地理标志保护在为农业、农户来带助益的用时,其在制度实施和市场实践也存在着诸多不协调甚至冲突。目前,中国的农产品地理标志法律制度可以归纳为双轨制、三部门体制,这使得我国的农产品地理标志的保护一直处于比较混乱的状态,这之中最大的问题莫过于农产品地理标志与商标的权利冲突问题,本文中的“盱眙龙虾案”便是此类权利冲突的典型案例。对于农产品地理标志的正当使用权人,其使用是一种天赋的自然性权利,无需通过农产品地理标志管理权人的许可,但现实状况总,被要求征收许可费或被起诉侵犯商标权的情况多有发生。因此,亟待立法制度与司法实践给出统一的解决方案。本文采用个案分析和比较研究的方法对我国农产品地理标志与商标的权利冲突问题进行了系统的研究,以期能对我国农产品地理标志的保护作出抛砖引玉的作用。本文一共分为四个部分,第一部分对农产品地理标志进行基本概述,从基本定义、特点属性、保护意义、保护现状和保护难点五个落脚点探讨农产品地理标志的理论属性。第二部分以... ",2019/5/1,南京农业大学,cnki45221,龙虾|1.0
全球变暖背景下中国不同气候区水循环演变特征和机理,"全球变暖伴随着水循环的剧烈变化,大气持水能力随升温的增强直接导致水汽迅速增加,但水循环其他分量的响应要复杂得多。近年来蒸散发（ET）的显著增强引起频发的干旱和城市热浪事件,但ET受大气蒸发需求和地表水分的双重限制,其演变很难用简单的公式概括。极端降水是气候变化最严重的后果之一,而云和降水过程较大的局地差异是模式不确定性的主要来源。尤其在亚洲东部受季风影响显著的中国地区,其不同气候区域水资源分配演变存在巨大差异,水循环的气候反馈极为复杂,定量描述存在很大的不确定性。深入研究全球变暖背景下中国不同气候区水循环的演变机理,可为防灾减灾、人工影响天气等提供科学支撑,对生态环境、农业生产、人类生活具有十分重要的意义。本文分析了中国近几十年蒸散发、云水资源及其降水效率,以及极端降水对升温的热力动力响应,主要结果和结论包括:（1）探讨了1998年前后中国蒸散发的年代际演变及不同区域下蒸散发的控制因素。全国平均ET整体呈0.665 mm/day/year的增加趋势,表现出明显的年代际变化。在1998年之前ET不断减小,1998年之后开始显著增加,这与全球ET的演变形势正好相反。将中国划分为水分控制区（... ",2021/5/1,兰州大学,cnki45224,"热浪,干旱,极端降水,气候变化|0.2,0.2,0.4,0.2"
城市洪涝灾害治理的社会韧性研究,"把握城市安全发展基本需求,着力打造安全发展型城市是新时期坚持总体国家安全观的重要体现,也是实现国家治理体系与治理能力现代化在安全发展领域的目标延伸。然而,伴随着全球气候变化和城镇化发展加速,城市人口、功能和规模不断扩大,“逢暴雨必涝”成为了我国许多城市的真实写照。因此,洪涝灾害对城市安全发展带来了新的挑战,同时也对城市安全管理提出了新的要求。面对城市洪涝灾害的不可避免性,充分利用城市自身资源,提升灾害治理全过程的准备能力、应对能力和恢复能力是有效降低洪涝灾害损失的重要路径。这种路径强调从被动的应急管理转到常态化的灾害治理,其关键在于增强城市洪涝灾害治理的社会韧性。然而,学术界对于“合理的灾害社会韧性评估框架及其科学验证方法”尚未达成共识,因此,本研究从这个基础性问题出发,主要探寻以下方面的内容:首先,结合灾害管理过程和灾害治理中的能力/资源因素形成城市洪涝灾害治理社会韧性分析框架。围绕这一框架建立了城市洪涝灾害治理的“城市社会承灾力—城市资源禀赋—城市资源配置”三维社会韧性评价概念框架,全面考察在洪涝灾害发生前后社会韧性的表现,明确城市洪涝灾害治理需要关注的社会因素,这些社会因素为城市... ",2021/5/1,兰州大学,cnki45225,"暴雨,洪涝,气候变化|0.1,0.8,0.1"
《气候变化时代的城市可持续发展》（节选）英汉翻译实践报告,"本英汉翻译实践报告的原文选自Ali Cheshmehzangi和Ayotunde Dawodu合著的《气候变化时代的城市可持续发展——民众:疗愈还是诅咒》（Sustainable Urban Development in the Age of Climate Change–People:the Cure or Curse）一书的第一、二章。本书强调民众是减缓气候变化的关键,探讨改善气候变化和城市可持续发展的最佳做法,着重介绍在气候变化时代实施和实现城市可持续发展的自下而上的方法。源文本重点在于传递信息,属于信息型文本。译者根据文本类型选择纽马克的翻译理论为指导,针对具体案例采取不同的翻译方法以处理英汉两种语言的差异,使译文符合汉语习惯,具有可读性。在词汇层面,鉴于原文的专有名词、专业术语和非专业术语,采用词类转换、四字格、具体化等翻译方法,保证词义贴切表达;在句法层面,针对复合句和被动句,运用词序调整、拆译及语态变换等翻译技巧,力求准确传达原文的信息;在语篇层面,综合考虑源文本的语言功能和语境,采用结构增补和逻辑衔接等手段进行翻译,确保译文的衔接与连贯。基于翻译实践报告中的案例分析,译... ",2021/5/1,广东工业大学,cnki45227,气候变化|1.0
基于GNOME的溢油污染渔业资源损失评估,"基于GNOME溢油模型模拟""世纪之光""轮沉没溢油事件的漂移轨迹和扩散分布。采用FVCOM水动力模型模拟建立潮流场,与《潮汐表》的结果基本吻合。采用美国国家环境预报中心（NCEP）的环境预报系统再分析资料（CFSR）的风场,通过GNOME溢油模型进行数值模拟,得出最小遗憾轨迹跟最佳预测区域,并采用泰森分析法进行污染面积分析。结果显示,将21 h的模拟结果与MODIS遥感监测数据对照发现,漂移位置基本吻合。参照各种渔业资源的评估标准、海洋生态损害和损失补偿评估的方法,将模拟结果与拖网调查数据相结合,分别计算出游泳动物直接经济损失为6.1万元,渔业资源4d内的直接损失为51.29万元,得出""世纪之光""轮4 d内的溢油损失已达到了211.26万元。本研究将数值模拟方法与渔业资源的评估相互联系,不通过现场观测就可以对渔业资源的损失进行估算。GNOME溢油模型可以运用于类似的溢油事故溢油轨迹和扩散的快速预报,为溢油事故应急响应提供了参考。 ",2019/6/6,渔业科学进展,cnki45435,溢油|1.0
黑荆树地理种源试验研究,"对黑荆树两个试验点25个种源3年半的观察,结果表明:不同种源种子发芽率,苗高存在明显差异,各种源年周期枝梢生长有三次高峰期,生长量与日气温、月降雨量变化基本一致。本文还比较分析了各种源树高、胸径、树皮量、材积以及耐寒性等性状。 ",1990/12/31,经济林研究,cnki45439,黑荆|1.0
基于灰色关联度与模糊评判的泥石流危险性评价,"基于对甘肃南部泥石流历史与现状实地调查的基础上,采用灰色关联度分析法与模糊综合评判法相结合,对武都地区代表性泥石流沟进行了危险性评价。结果表明,泥石流沟主沟纵坡降为主导因子,山坡平均坡度与暴发频率的关联度较大,说明对泥石流危险性的影响也越大。应用此方法划分出白龙江干流、北峪河两岸及甘泉-佛崖乡属泥石流灾害极度危险区;盘底乡属高度危险区段;五库乡属中度危险区段;五马乡等地段属轻度危险区段,此评价结果可为研究区泥石流灾害预防提供一定的理论依据。 ",2013/6/28,人民长江,cnki4544,泥石流|1.0
上海某土壤六价铬污染地块土壤污染状况调查和风险评估研究,"以上海某污染地块为例,开展地块土壤污染状况初步调查、详细调查以及风险评估工作。参考《上海市建设用地土壤污染状况调查、风险评估、风险管控与修复方案编制、风险管控与修复效果评估工作的补充规定》以及《建设用地土壤污染风险评估技术导则》,建立""污染源-途径-受体""的暴露途径概念模型。经对该地块土壤污染风险评估计算,结果表明:在第二类用地情景下,土壤采样点（S2-1、S3-1、S4-3、S7-1、S9-1、XS3-1）的关注污染物六价铬对地块内受体的致癌风险值超过可接受值10-6。 ",2021/3/25,节能,cnki45440,土壤污染|1.0
立足应用基础研究  推动冰冻圈科学体系发展——冰冻圈科学国家重点实验室,＜正＞中国科学院西北生态环境资源研究院（以下简称“西北研究院”）冰冻圈科学国家重点实验室（以下简称“实验室”）始建于1991年，1997年成为中国科学院重点实验室，2005年由中国科学院寒区旱区环境与工程研究所、中国科学院青藏高原研究所和中国气象局气象科学研究院联合共建，2007年通过科技部基础研究司组织的国家重点实验室建设计划可行性论证会，成为冰冻圈科学国家重点实验室。实验室是国际上第一个以“冰冻圈科学”命 ,2022/4/25,科学中国人,cnki47890,冰冻|1.0
珍贵的毛皮动物——麝鼠,"＜正＞麝鼠是一种草食性珍贵毛皮动物,它的饲料来源广泛,饲养管理也很简单。饲养麝鼠是一项投资少、见效快、收益高的城乡家庭副业,前景十分广阔。人工饲养方法很多,但必须要符合它的生活习性,既要满足喜欢水的嗜好,又要防止挖洞逃跑。饲养常采用砖石与水泥砌筑成坚固的笼舍,笼舍一般为楼式,水 ",2016/5/1,科学种养,cnki47891,麝鼠|1.0
利用空-地多源数据监测评估暴雨对辽河洪涝灾害的影响,"综合利用气象数据、遥感影像与水文实测数据等多源数据进行相互验证,分析2019年“8·10”暴雨对辽河流域洪涝灾害的影响.结果表明,暴雨前后辽河流域河水宽度发生了明显的变化,河面面积涨幅75.27%.在不同河段中、下游河水宽度变化较大,辽河下游的鞍山市区无论是河面宽度还是河面面积增幅均最大,分别为1 892.35%和703.88%.暴雨过后辽河水流量升高时,中游的河面宽度增幅较小,说明辽河中游抵抗暴雨的能力更强;淹没最多的土地类型为湿地,其次为耕地、林地和草地. ",2022/6/15,兰州大学学报(自然科学版),cnki47892,"暴雨,洪涝|0.8,0.2"
鬼针草和肿柄菊提取物对小白菜种子萌发的化感作用,"采用培养皿滤纸法,研究入侵植物鬼针草和肿柄菊的水浸液和菌浸液对小白菜种子萌发的化感作用。研究结果表明:不同浓度的鬼针草、肿柄菊浸提液对同种受体植物种子萌发的化感效应不同,随着浸提液浓度的增大,其抑制作用越明显,其中鬼针草菌提液抑制效应最强。在根系生长方面,2种植物浸提液表现出低浓度促进、高浓度抑制效应,最适促进质量浓度为5 g·L-1,化感指数为0.47～0.58;最大抑制质量浓度为100 g·L-1,化感指数为-1。在株高生长方面,处理质量浓度2.5～50 g·L-1对小白菜株高的促进作用随浓度的增大而递增,其中肿柄菊菌浸液对株高的促进作用最强。可见,2种入侵菊科植物不同浸提液处理对同种植物不同器官的化感作用存在差异。小白菜发芽指数结果表明,4种浸提液化感抑制的强弱依次为:鬼针草菌浸液＞肿柄菊水浸液＞肿柄菊菌浸液＞鬼针草水浸液。 ",2021/10/30,厦门理工学院学报,cnki47893,鬼针草|1.0
松浦镜鲤和建鲤养殖对比试验,"在农业农村部提出水产绿色健康养殖""五大行动""的背景下,2020年贵州省水产技术推广站以毕节市鑫有农业综合开发有限责任公司七星关分公司为依托,引进松浦镜鲤,与已有养殖品种建鲤进行为期70天的对比试验。试验结果表明松浦镜鲤的存活率、生长速度、经济效益均比建鲤高,适宜在当地开展养殖。 ",2021/3/5,中国水产,cnki47925,镜鲤|1.0
松针褐斑病菌中国菌株同美国菌株的比较,"对松针褐斑病菌Lecanosticta acicola美国密西西比州长叶松菌株,明尼苏达洲欧洲赤松菌株和中国黑松菌株、福建湿地松菌株的孢子形态、培养性状和致病性作了比较,认为欧洲赤松菌株为一种生态型,其他3菌株属另一种生态型。 ",1991/7/2,森林病虫通讯,cnki47926,松针褐斑病菌|1.0
松材线虫检测技术研究进展,本文回顾了松材线虫Bursaphelenchus xylophilus的各类检测鉴定方法，包括基本的形态学鉴定方法、常规的分子生物学检测方法、近年来兴起的LAMP与POCD-RPA检测方法、基于蛋白质的检测方法等，并对各种检测方法进行了评价。 ,2022/5/31,中国森林病虫,cnki47927,松材线虫|1.0
高密度城市暴雨洪涝治理理论框架及其应用研究,高密度城市洪涝高标准设防与用地高度紧张矛盾突出。本文通过分析传统洪涝治理模式特点及其应用于高密度城市的局限性，从目标、内涵、方法等三个层次，构建了高密度城市暴雨洪涝治理理论框架，破解了传统洪涝分治模式难以实现洪涝防治标准大幅提升和系统达标的难题。将上述理论框架应用于深圳市深圳河流域，开展了实证研究，其结果表明，运用本理论框架进行洪涝治理工程规划设计，既满足高密度城市化地区经济性和约束性原则，又能实现洪涝共治、系统达标，可为我国城市洪涝治理提供新的思路和借鉴。 ,2022/7/11,水利学报,cnki47929,"暴雨,洪涝|0.1111111111111111,0.8888888888888888"
刺槐叶瘿蚊综合防治方法,"文章针对2011年~2013年甘肃省庄浪县刺槐叶瘿蚊发生危害,造成叶片脱水褪色、变硬干枯、提前落叶,导致树势衰弱,严重影响树木生长。通过组织人员对该虫害进行观察记载,并通过采取在不同时间、用不同药物、不同浓度试验对照进行化学防治,同时辅助物理防治,取得了较好的防治效果。 ",2014/11/25,甘肃农业,cnki4793,刺槐叶瘿蚊|1.0
大雾演化规律探究及变化趋势预测,"能见度是气象、公路行车、飞机飞行中常见指标,影响能见度的因素主要是雾和霾,研究针对大雾天气能见度做了如下研究.首先,以单个气象指标与能见度的非线性拟合方程为依据建立多元非线性回归模型,导出气象数据与能见度之间的具体关系式;建立了基于视频数据的精度高、自适应性好的能见度估计卷积神经网络模型;并且采用了暗通道先验法和基于ASG与DCR的估计算法对图片进行能见度估计;最后本文采用灰色预测模型对大雾变化趋势和消散时间进行预测. ",2021/12/8,数学的实践与认识,cnki47937,大雾|1.0
淡水湖泊生态系统退化驱动因子及修复技术研究进展,"目前我国多数淡水湖泊污染、退化问题非常严重,诸多修复技术也已初见成效。影响淡水湖泊生态系统退化的驱动因子众多,既有生物因素也有非生物因素,它们之间相互联系,相互作用,且作用机理错综复杂。首先介绍了淡水湖泊生态系统退化的含义及形式;其次,分析、总结了淡水湖泊生态系统退化的驱动因子,从退化的生态学完整性意义和退化修复的技术手段上看,淡水湖泊生态系统主要受物理、化学和生物三大驱动因子影响,且基本遵循""环境变化-驱动力-压力（阈值）-状态-响应""原理;再次,在厘清湖泊生态系统退化驱动原理的基础上,从淡水湖泊生态系统功能模块和湖泊生态系统修复实践经验总结的角度出发,构建了淡水湖泊生态系统修复模块技术体系,并就湖泊富营养化和湖滨湿地生态系统退化修复的技术进行了讨论和对比;最后,对淡水湖泊生态系统修复的环境变化驱动因子的作用机制、作用途径和修复技术的长效机制等方面进行了展望。 ",2017/4/25,生态学报,cnki47940,生态系统退化|1.0
黄顶菊对不同入侵地植物群落及土壤微生物群落的影响,"为明确不同入侵地植物群落和土壤生态对黄顶菊入侵的反馈机制,选取天津静海（JH）、河北沧州（CZ）、河北衡水（HS）及河南安阳（AY）4个黄顶菊入侵典型区域,研究黄顶菊对不同入侵地植物群落多样性、土壤理化及土壤微生物群落结构的影响,并进一步揭示植物群落、土壤养分和土壤微生物之间的相关关系。结果表明,黄顶菊入侵显著降低了JH、CZ和HS的植物群落多样性指数（P＜0.05）,改变了四个地区的土壤理化性质,显著升高了不同入侵地真菌PLFA的含量、总PLFA的含量、真菌/细菌和革兰氏阴性菌/革兰氏阳性菌（P＜0.05）,降低了土壤微生物的Margalef丰富度指数（P＜0.05）,但均存在地区间差异;RDA和相关分析的结果表明,硝态氮、全氮的含量对植物群落的影响较大,而铵态氮的含量对土壤微生物群落结构的影响较大,除丰富度指数外,植物群落与土壤微生物群落的多样性指数之间存在显著的负相关关系（P＜0.05）。总之,黄顶菊改变了入侵地植物群落多样性,并且对入侵地土壤理化性质和土壤微生物群落结构产生了显著影响,且存在地区差异。本研究将为更好的理解外来植物的入侵机制及制定相应的防控策略提供理论依据。 ",2019/9/5,生态学报,cnki47942,黄顶菊|1.0
绿色技术创新如何有效降低雾霾污染?,"基于2008—2016年中国228个地市的研究数据,分别采用动态面板空间、动态面板门槛等计量方法,本文实证检验了绿色技术创新对雾霾影响的理论假说。研究发现,本地和邻近地区绿色技术创新对于本地雾霾污染存在显著的抑制作用。而且,绿色技术创新对雾霾的影响存在门槛效应:当地区环境规制水平、研发投入水平和市场化程度比较高时,绿色技术创新对雾霾污染的抑制作用比较显著。拓展性研究发现,""十八大""以后绿色技术创新治霾效果凸显,重点城市绿色技术创新对雾霾污染的抑制作用更加显著。因此,地方政府要结合地区实际和雾霾污染的空间分布特征,构建更加全面高效的雾霾污染治理体制机制,加大绿色科技研发投入力度,提升绿色技术创新的治霾成效。 ",2020/6/28,中国软科学,cnki49627,雾霾|1.0
海南省部分地区蚊媒病毒调查,"海南省地处亚热带和热带,年平均气温20度以上,终年多雨潮湿,其环境很适合蚊虫孳生繁衍。海南省蚊子种类丰富,涉及三个亚科15个属145个种,较为常见的有白纹伊蚊,致倦库蚊和三带喙库蚊等。本研究通过病毒宏基因组测序技术在海南省部分地区采集未吸血成蚊样品提取核酸后鉴定蚊媒所携带病毒种类,以提前预警可能爆发的蚊媒病毒病,对防止和控制重大和新发蚊媒疫病具有重要意义。现已在海口,三亚,儋州三个地区各采集蚊227只,103只,922只,总计1252只,其中三带喙库蚊671只,按蚊147只,白纹伊蚊202只,骚扰阿蚊169只。通过高通量测序发现,三带喙库蚊和按蚊中均检测到Wuhan mosquito virus病毒,骚扰阿蚊和致倦库蚊中未监测到病毒,三带喙库蚊和白纹伊蚊中检测到蚊子黄病毒和伊蚊黄病毒。 ",2019/11/15,中国畜牧兽医学会兽医寄生虫学分会第一届青年科学家学术论坛摘要集,cnki49630,白纹伊蚊|1.0
我国海岸侵蚀灾害及对策,文章通过大量实际资料展现了我国海岸侵蚀灾害的严重性;从入海泥沙、人类活动、地面沉降、海岸特性、海平面上升等方面分析了造成海岸侵蚀的原因;提出了一系列防治海岸侵蚀灾害的对策。 ,1992/12/30,灾害学,cnki49633,"海岸侵蚀,海平面上升,地面沉降|0.6,0.2,0.2"
广东阳东寿长河红树林国家湿地公园植物多样性研究,"根据调查,广东阳东寿长河红树林国家湿地公园有野生维管束植物52科105属114种,其中湿地植物59种,真红树植物9种,半红树植物4种,较公园总体规划时新增记录维管植物51种,分属于30科44属;对种子植物区系特性进行统计分析,结果表明,热带性质强于温带性质,将其植被划分为13个群系,对其分布规律进行讨论。并根据现状提出植物保护建议。 ",2020/8/15,中南林业调查规划,cnki49635,红树林|1.0
